kdcode,dt,close,open,high,low,turnover,volume,OT
000001.SZ,2021-01-04,-0.4752471917256525,-0.4644528800252533,-0.4719269739892529,-0.4676344326037259,0.7119566993815594,1.1131662497339123,-1.5269803614905542
000001.SZ,2021-01-05,-0.48470979180499196,-0.47750422666475767,-0.48488153318432525,-0.47924583243905666,0.8066401730854824,1.3002243910533766,-1.060888018473721
000001.SZ,2021-01-06,-0.46868240289156515,-0.48689712235253524,-0.47435484645036957,-0.48082117756694814,1.2209992746159744,1.792285268934762,2.517122408854603
000001.SZ,2021-01-07,-0.4679492600964873,-0.46930615108227347,-0.4728505360275801,-0.4669514397606257,0.7746765233093005,1.050079880300755,0.10657546146131024
000001.SZ,2021-01-08,-0.4701246481808638,-0.46895624494881993,-0.47340364292675835,-0.4683359110174193,0.33103428459524425,0.7379299598326537,-0.06976715072367326
000001.SZ,2021-01-11,-0.4590883183451328,-0.469544027679756,-0.46671879498214425,-0.4595563789022224,0.8375173227408499,1.2174476804618408,1.0221861702380948
000001.SZ,2021-01-12,-0.45702166463840227,-0.45855813320469047,-0.46047813976627816,-0.45633051166590394,0.495330531387351,0.6837835608351598,0.27365436928086984
000001.SZ,2021-01-13,-0.46148444869491057,-0.4588088889762883,-0.46757077066676306,-0.45881343378028283,0.0917932135259349,0.23068794131508824,-0.4150214067650759
000001.SZ,2021-01-14,-0.4657665749964908,-0.46029577225096197,-0.4654017154866734,-0.4620679960503912,0.2632735013394125,0.38142526431876245,-0.3696326165100403
000001.SZ,2021-01-15,-0.45368287330002344,-0.4548390845690817,-0.44997963246172684,-0.44882984383575214,1.8408233440668622,1.6922909523447522,1.414335028024424
000001.SZ,2021-01-18,-0.43812513207977893,-0.450841301387068,-0.4405910146184763,-0.44563072688357336,1.9479710503410188,1.703606016975891,2.0868275574025343
000001.SZ,2021-01-19,-0.44125909835800764,-0.44085597242663094,-0.44391418502651697,-0.4398866084477044,0.7182836574971713,0.7273454562061007,-0.10504847593621812
000001.SZ,2021-01-20,-0.4421847539322197,-0.44353215996086676,-0.44093504656334,-0.4397254814164446,0.9769307328443378,1.0708626442058935,-0.19674242166921802
000001.SZ,2021-01-21,-0.4495180837214239,-0.442981239074201,-0.4475864694948702,-0.4417486801475773,0.28965190819588127,0.3968073053627157,-0.9574458092599804
000001.SZ,2021-01-22,-0.45118429646767483,-0.45019659555350816,-0.4552278706481853,-0.4514902603705694,0.20067475436602877,0.435131286352782,-0.2903782944509078
000001.SZ,2021-01-25,-0.4442886237790814,-0.45398529075198724,-0.4507558983994562,-0.4490380929747484,0.18285412206020454,0.5481850797631094,0.507739603242076
000001.SZ,2021-01-26,-0.44539690869588816,-0.44549637036597195,-0.44097882689450757,-0.4401166549447606,0.5814486713319436,0.876789838455906,0.2866044431813273
000001.SZ,2021-01-27,-0.4395403133390107,-0.44570346174507847,-0.43947789197880216,-0.43916801093392,1.009590056350069,1.2484945772123826,1.0587459406206485
000001.SZ,2021-01-28,-0.4335705381902304,-0.4387138836322004,-0.43982139439609236,-0.43460379805263744,0.38179915880290416,0.5578944637394507,0.6391900959461677
000001.SZ,2021-01-29,-0.4247973702506564,-0.4351571421853412,-0.4303559753775898,-0.4227322008798743,0.8582418111851946,0.9805132366756085,0.7085191851830306
000001.SZ,2021-02-01,-0.40899574643404346,-0.42499323398742406,-0.4096732658587029,-0.4222902833542775,1.6242300310059983,1.5843019274510346,1.5798916694191683
000001.SZ,2021-02-02,-0.4277181143745365,-0.4239399483781085,-0.4223776961897257,-0.42338779266873083,2.706022915018513,3.1734823154779312,-2.178682148986663
000001.SZ,2021-02-03,-0.40085487807011094,-0.42529439739195274,-0.40991650964593224,-0.41652581472568884,1.8038091135878302,1.8415779950186335,2.5876316678716678
000001.SZ,2021-02-04,-0.4022466077075465,-0.40766458481792234,-0.4022744315494449,-0.4014561505244911,0.9886031577108062,1.0532457824309571,-0.1954370369829342
000001.SZ,2021-02-05,-0.3940735889696219,-0.40319320029926314,-0.4022520573676971,-0.3978750778436351,0.6471854688345094,0.5517760898938342,0.6000058257980391
000001.SZ,2021-02-08,-0.4006036239631249,-0.3951521202686236,-0.40333913163929025,-0.39724384644359245,0.8681705269941777,0.9113730271002277,-0.6548545135252163
000001.SZ,2021-02-09,-0.40914987651479,-0.4010039119241928,-0.4105815319883309,-0.4037637060539235,0.6069228087090242,0.6766117774010493,-1.1138925356697453
000001.SZ,2021-02-10,-0.41936095417371716,-0.4096919535056849,-0.41163196784263645,-0.41728876553853855,1.775399331588338,2.011418006102533,-1.677649377107435
000001.SZ,2021-02-18,-0.416212545181687,-0.42402655761626956,-0.42304552946795404,-0.41936507130861284,0.885107984626307,1.0028849140627085,0.37296076237506
000001.SZ,2021-02-19,-0.4195306901470333,-0.41786223073766654,-0.42118319340974325,-0.4139374852955886,0.3460218491906257,0.33799845456436545,-0.6095349287725621
000001.SZ,2021-02-22,-0.4332936114378452,-0.42073598076619523,-0.42710136477907396,-0.43106347710594023,1.251563888713976,0.9066390238776064,-1.0695864715777896
000001.SZ,2021-02-23,-0.4354667127789447,-0.43076009540651305,-0.43423979929835654,-0.43090201521852356,1.6371001862640966,1.0774602772037116,-0.5040602844942155
000001.SZ,2021-02-24,-0.4301121689694224,-0.4316068409773943,-0.4378021798835235,-0.4333393250438692,0.7474774149496328,0.7861052113612299,1.0444306903174625
000001.SZ,2021-02-25,-0.43048399893245287,-0.4295048700612596,-0.4328324687903724,-0.43064339246082944,1.3385797395100278,0.8588574229149158,-0.2130505439946468
000001.SZ,2021-02-26,-0.43289286759567785,-0.4298964442677765,-0.43214367377426166,-0.4290260427113123,0.6343186101139762,0.5348072352740504,-0.3545577016629294
000001.SZ,2021-03-01,-0.43738535063187717,-0.4325489942530604,-0.43835197418709904,-0.4331561961064116,0.7975111647618094,0.7634847626092087,-0.5565847721590041
000001.SZ,2021-03-02,-0.43604898428293953,-0.4364127180678099,-0.4350493207705076,-0.43604418706814885,1.2281161279010988,0.9673112420652537,0.7060976911663627
000001.SZ,2021-03-03,-0.42021092624240564,-0.4356819566264459,-0.42206226374309935,-0.4328127008620713,2.3388264930278746,1.4599158162663641,2.017312566628506
000001.SZ,2021-03-04,-0.4120133449267969,-0.42083676916661167,-0.4155204895105962,-0.41165800524055196,0.8753834234818298,0.5812924742002481,0.7959317255946461
000001.SZ,2021-03-05,-0.41824238137236563,-0.41014142586844615,-0.4150280965180898,-0.41581229007922305,0.5055103696834435,0.33593160084790197,-0.892445300923126
000001.SZ,2021-03-08,-0.41878409943002887,-0.4188010787588639,-0.42044181102429795,-0.4184022804802742,0.4691673834416147,0.3341908883106742,-0.025971125372489978
000001.SZ,2021-03-09,-0.41957468870743736,-0.41612929075651545,-0.41745222820903555,-0.41681250466118724,0.8694809534977085,0.699661927081399,-0.41063904875293
000001.SZ,2021-03-10,-0.4251134760439985,-0.4243681628540738,-0.42705063871556326,-0.4232354333393547,0.9985347403645424,0.9174925364026564,-0.9403388484543669
000001.SZ,2021-03-11,-0.41748249557102934,-0.42385166848325717,-0.41918259085523774,-0.4199511436774916,0.7099810527023522,0.5317679642802536,0.655099486608766
