000002.SZ,000001.SZ
0.37033153,-0.033893462
0.3771423,-0.03611597
0.37976462,-0.01974139
0.36640653,-0.011287291
0.362324,-0.017483208
0.3764259,-0.005939346
0.3847551,0.011418849
0.36398786,0.026450846
0.3459796,0.019692525
0.39913508,0.01980012
0.4381374,0.018438017
0.50361395,0.02280806
0.5396009,0.017671628
0.5380628,0.013878781
0.5153061,0.013350081
0.48595703,0.043522775
0.44935584,0.04864061
0.42617515,0.035125412
0.4023545,0.012336329
0.38188964,-0.00030910596
0.36672768,-0.01079388
0.354737,-0.02338665
0.3245477,-0.025356624
0.2934486,-0.020204332
0.32573387,-0.016264956
0.32376572,0.0036896653
0.3118657,0.011092354
0.33639917,0.017754938
0.34042382,0.0100399535
0.32585946,0.003152836
0.31490627,-0.0032828897
0.31417176,0.0028347708
0.30231732,0.010707164
0.27761713,-0.0030181892
0.26377475,-0.010525934
0.24756539,-0.01738279
0.24684991,-0.0010602064
0.23778696,0.0009607859
