000001.SZ
-0.50883305
-0.74262744
0.14336096
-0.53613096
-0.10643874
0.04500882
0.3054143
0.4378191
-1.1525738
-0.084549725
0.4648547
0.67875177
1.2860883
0.6331215
-1.1857845
-0.886669
0.14422701
0.03407563
0.55834883
0.39923105
-0.15748125
-0.36199528
-0.48468736
-0.56182396
0.2057962
1.4587718
0.32891658
-0.12625305
-0.32142812
-0.35298678
0.15549526
0.16218165
-0.51674694
-0.3256517
0.2842236
0.20492296
0.61681956
-0.38316914
-0.5639102
0.131065
-0.67887086
0.93375593
0.6561345
0.051102813
-0.675555
-0.18877849
-0.35495374
0.47939944
-0.6763806
-0.29903966
-0.71541303
-0.32152143
-0.22232331
0.13858293
-0.086813316
-0.15210216
-0.3682824
-0.5805068
-0.5287604
-0.0077484287
0.33843237
0.3250391
0.41852108
0.9424433
0.014176976
0.56743103
1.1709708
0.026745211
0.330857
0.70527405
0.38796672
0.039948698
-0.2575867
0.17293172
-0.4740871
0.5279106
-0.11022298
-0.8589495
-0.6453527
-0.5174036
-0.5765182
-0.07124893
-0.56203264
-0.5304266
-0.15143336
0.853435
1.105279
1.0642364
0.7217779
-0.6296001
-0.6937664
-0.26896724
-0.08795826
-0.07672463
1.3099945
0.6679385
0.87209934
1.176398
0.6011929
-0.40075108
-0.16810669
-0.18031105
-0.1752788
-0.61728185
-0.08152221
-0.06954558
0.120512724
0.49091902
0.2888826
0.6090459
0.3941402
0.32017806
-0.7001323
-1.3705412
-1.0364835
-0.5723937
-0.5730278
-0.026172
1.2507014
-0.5185868
0.5718789
1.002927
0.72577673
-0.2542723
-0.5513267
-0.093985006
-0.6962127
-0.34024492
-0.020793248
0.6679418
-0.14590508
-0.5536699
-0.08810605
-0.5735199
0.37304163
-0.9649587
-0.23448531
-0.8876087
-0.47372922
0.21370201
0.18205853
0.21571343
-0.46234176
0.74339765
0.92888767
0.520994
-0.31841394
-0.8736356
-0.5125795
-0.6032625
-0.15411118
1.4531214
-0.4542324
-0.4358433
-0.06773652
0.16881442
0.025314342
0.4619104
-0.9675104
0.32299846
0.30623218
0.000499133
0.09152095
0.051333044
-0.45299828
0.17292221
0.3554616
-0.43250284
-0.90133303
-0.14708668
0.3566558
-0.22914295
-0.7680716
0.026217092
1.0901512
0.2522697
0.64138234
-0.12550046
-0.29950136
-0.41114405
0.66988975
0.45108104
-1.0885814
-0.10083483
-0.5779898
-0.6821609
-0.20610261
-0.47274998
-0.14319454
-0.3990621
0.39208296
0.74140775
-0.92984277
-0.31393173
0.11759345
0.16604133
-0.24280001
-0.14857587
0.4658321
0.093480185
-0.22241576
-0.9591195
-0.49436232
-0.4590204
-0.008108128
-0.34767452
-0.509191
0.30044988
-0.46105108
-0.3631644
-0.602017
0.006282918
0.72897595
0.23024128
-0.53271127
-0.3131406
0.24409316
-0.5733133
-0.23914717
0.022960436
0.30878943
0.12221214
-0.34634724
-0.021732256
0.2173801
-0.56442213
-0.14393453
-0.039807994
-0.025754567
0.2076342
0.49644926
-0.022623036
-0.16800418
0.3235913
1.3274671
-0.23550437
-0.26078987
-0.80979806
0.10101591
0.38319746
0.44226497
0.37462968
