kdcode,dt,close,open,high,low,turnover,volume,OT
600011.SH,2021-01-04,-0.648565300811206,-0.6494824995071976,-0.6472017929579053,-0.6469916985774289,-0.7308290314036255,0.01891576922249728,-0.41408845495757807
600011.SH,2021-01-05,-0.6494448699372977,-0.6495450563906935,-0.6494281813166938,-0.6471464813956626,-0.7697197899954381,0.02643227058613243,-1.0355871646467882
600011.SH,2021-01-06,-0.6497157896297566,-0.6503062719938284,-0.651039433348178,-0.6484557004751187,-0.8172720582179989,-0.13275097856342483,0.04685187932553364
600011.SH,2021-01-07,-0.6502519715618521,-0.6502352972796678,-0.6538350809357036,-0.6488776924439152,-0.8235876960051385,-0.2245933914675808,-0.6029577243416304
600011.SH,2021-01-08,-0.6546991681317454,-0.6506084902085542,-0.6537827941899952,-0.6513430589503574,-0.7688595237451556,-0.21794173482149337,0.5487741446861436
600011.SH,2021-01-11,-0.6516194180508381,-0.655897434267129,-0.6536868294916525,-0.6531453270786935,-0.7959374243454351,-0.21365362319556686,-0.40054710674498484
600011.SH,2021-01-12,-0.6521041825749646,-0.6534189994470664,-0.6537560418190115,-0.6515810320668468,-0.8062673950937983,-0.4275650599951974,-0.6906345131891635
600011.SH,2021-01-13,-0.654116420336866,-0.6539411847716893,-0.6571694756129368,-0.6548567862648798,-0.7631055989119929,-0.1701151892611221,0.9301663665486914
600011.SH,2021-01-14,-0.6570765263479862,-0.6540537216240127,-0.655677146230999,-0.6546528724613788,-0.7645271768300426,-0.16577909769862142,0.5018576013633618
600011.SH,2021-01-15,-0.6557865362377074,-0.6576929871148095,-0.6575178190266645,-0.6568435183251919,-0.7772911524556835,-0.31563518435500815,-0.37069589928081326
600011.SH,2021-01-18,-0.657299916633158,-0.6563067743001375,-0.6558311551939014,-0.6562189514419042,-0.8156342601949038,-0.3169960723294703,-0.546405508613282
600011.SH,2021-01-19,-0.6618819363068253,-0.6578665941745957,-0.660437509404757,-0.6606927576611006,-0.7821528592289293,-0.1974682518930203,1.3242149434883843
600011.SH,2021-01-20,-0.6574706733876603,-0.6612107919637075,-0.6590397122004876,-0.6618289024450001,-0.7611561388363673,-0.1490565679042397,-0.7626898647859095
600011.SH,2021-01-21,-0.6584430170791081,-0.6585271131209725,-0.6593162677480975,-0.6561111115563536,-0.7919555911009812,-0.3024654270765687,-1.1348916422501405
600011.SH,2021-01-22,-0.6538875571344125,-0.659724152226518,-0.6565582206425065,-0.6572633710157808,-0.8289992493741888,-0.3900746121949713,-0.4853265159099849
600011.SH,2021-01-25,-0.6473283856334259,-0.6534512216696093,-0.6503196523058485,-0.6484416234311188,-0.7607138364508074,-0.3490098408091939,-0.6875173127846926
600011.SH,2021-01-26,-0.6549342704373976,-0.6468137261795888,-0.6514434923466744,-0.6516122973240065,-0.7907991914923423,-0.3480765670149311,0.37850478046244745
600011.SH,2021-01-27,-0.660035118213605,-0.6550098937425131,-0.6578005633099709,-0.6573361043873474,-0.7828530835175,-0.282505737740397,-0.36840612477510926
600011.SH,2021-01-28,-0.6586952524766116,-0.6600036901402058,-0.6603424725621436,-0.6580313866042684,-0.763033422601854,-0.24188592283585172,0.6367249079376731
600011.SH,2021-01-29,-0.6509825941150519,-0.6570490462645178,-0.6539033708449319,-0.649322962444161,-0.755649178879003,-0.36322895225251733,0.007484355820977722
600011.SH,2021-02-01,-0.6512053555483632,-0.6491389814164304,-0.6495601959561199,-0.6487087499721912,-0.6542638323394245,0.5085759029013499,-1.234409199333371
600011.SH,2021-02-02,-0.6487365194664146,-0.6520354608962016,-0.6495983483328389,-0.6502700946425135,-0.7195128853849867,0.10269998982718229,-0.8888938104013744
600011.SH,2021-02-03,-0.6385435813189417,-0.6491624925171083,-0.6433803714900426,-0.6433032160185423,-0.7075640536668815,-0.024290851806237756,-0.5648647523061238
600011.SH,2021-02-04,-0.6369865391317805,-0.6385161310787387,-0.6373371668201495,-0.6377833912328409,-0.7711378559265935,-0.2287060586880264,-0.15402906506928218
600011.SH,2021-02-05,-0.6309474704902255,-0.6375886806176236,-0.6361544757900999,-0.6334389900644012,-0.784322358611169,-0.3765014911700262,0.43766474768981956
600011.SH,2021-02-08,-0.6315250079776551,-0.6306766645007689,-0.6300342880728474,-0.6297539135582386,-0.7674781751944202,-0.153051719588497,-0.9656506408646107
600011.SH,2021-02-09,-0.6313625904882705,-0.6300006684112524,-0.6330391571150563,-0.6307662057704148,-0.8026636718204277,-0.2934658836254867,-0.7144146654043966
600011.SH,2021-02-10,-0.627869677319793,-0.6318277451991898,-0.6289937834198249,-0.6303394789673996,-0.7880693464712212,-0.3903902975576231,-0.2659907713447643
600011.SH,2021-02-18,-0.6354374329732,-0.6312934399259978,-0.6315684879041844,-0.633722855321966,-0.7805310303600758,-0.16607592356734727,0.5187075583372359
600011.SH,2021-02-19,-0.6360804983511519,-0.6348545536827229,-0.6358645916798361,-0.6376019378057389,-0.7717059428804587,-0.0866752936511706,0.866900385554007
600011.SH,2021-02-22,-0.6468036578038091,-0.6368541325298911,-0.6399747909082028,-0.645403160740911,-0.7269024427774915,0.08286528312878803,1.0645103487353107
600011.SH,2021-02-23,-0.645245411412603,-0.6476137458709004,-0.6456975621650335,-0.6449282163167213,-0.7713962508721418,-0.10923962764787498,-0.38265320485352383
600011.SH,2021-02-24,-0.652801611107477,-0.6451847662751097,-0.6478331725043087,-0.6529439804026762,-0.7521052211277217,-0.2410067365536587,0.8579465425617873
600011.SH,2021-02-25,-0.6530592291453464,-0.6522256774280978,-0.6533344450854677,-0.6522585438457487,-0.7903238899393581,-0.22645776271934892,0.15404841411890915
600011.SH,2021-02-26,-0.6548198379546323,-0.6525845815143927,-0.6531382893726558,-0.6546476574928103,-0.7217738502561046,-8.045643601848215e-05,-0.3185205100377395
600011.SH,2021-03-01,-0.6551305468000453,-0.6526955301341415,-0.6552740648267672,-0.6549007141654652,-0.7849000451634552,-0.21365728326178693,-0.4944555299102667
600011.SH,2021-03-02,-0.6608055814529842,-0.6536203707841383,-0.6550769240812792,-0.6595220454958901,-0.7600042572423503,-0.07768137110434332,0.6288123681050923
600011.SH,2021-03-03,-0.6574885367095128,-0.6611829293313671,-0.658020086107859,-0.6609828770866455,-0.7586630049760759,-0.14242408645589047,-0.005947477321624475
600011.SH,2021-03-04,-0.660054233759355,-0.6587860628768974,-0.6588510633782555,-0.6613079393857494,-0.603355470854753,0.3728630943312033,2.149393709653341
600011.SH,2021-03-05,-0.658476501634831,-0.6605746851759092,-0.6577767221117424,-0.6603975077527796,-0.64030431870309,0.24350954267394517,-0.36199444799668185
600011.SH,2021-03-08,-0.6648575166748626,-0.6587781220793939,-0.6589702197330969,-0.6661712963134544,-0.6358080708815218,0.24523973260128845,1.8885942422773243
600011.SH,2021-03-09,-0.6630995621871866,-0.6648327028098763,-0.663374363403694,-0.6624355173749152,-0.7093903580950509,-0.03288131149296718,-0.08205833767057827
600011.SH,2021-03-10,-0.6532368984521927,-0.6601545590219128,-0.6568347188482835,-0.6547896738480519,-0.7094358364879934,-0.029000593578251257,-0.3255605572726734
600011.SH,2021-03-11,-0.6461294087825286,-0.6544300045132397,-0.6448670675815049,-0.6527977701950606,-0.6897805140597115,-0.01549697384672449,-0.12055609977684537
600011.SH,2021-03-12,-0.6433013295044062,-0.6470506044770671,-0.6427410389189935,-0.6478926472518509,-0.4622710785921027,0.7314193997164528,1.2704683157642043
600011.SH,2021-03-15,-0.6517497013502868,-0.6430922198454394,-0.6454572768898186,-0.6545672747106525,-0.667756877564004,0.08610650823393884,0.21724838996058146
600011.SH,2021-03-16,-0.6462863056761398,-0.6526141026050976,-0.6475927627542737,-0.6513964094317098,-0.6886735567829146,0.08529881680413944,-0.033302220446865066
600011.SH,2021-03-17,-0.6498643766065004,-0.6480024376633351,-0.6486387084676083,-0.6516718049033073,-0.6040317072753106,0.34031153751753923,-1.5651867463397984
600011.SH,2021-03-18,-0.6453586324046079,-0.648927487563614,-0.6448539885736232,-0.6469767123952279,-0.6681742896102015,0.15804140975300332,0.040634190303572904
600011.SH,2021-03-19,-0.6455777994615567,-0.6479552929065937,-0.6452280735327519,-0.6471607746757876,-0.5816562195525292,0.4317681220687971,1.849807179350991
600011.SH,2021-03-22,-0.6460544670846916,-0.6462624988363062,-0.6442211284903658,-0.6479026195569673,-0.27199455019139124,1.2669992552201825,2.248033609585081
600011.SH,2021-03-23,-0.6487656576703613,-0.6462054854529092,-0.6456183648240988,-0.651935925543991,-0.46657616389154755,0.7416299523564324,-0.6496252606756594
600011.SH,2021-03-24,-0.6423738407652925,-0.6503887135892973,-0.6452387594771797,-0.6445524670299827,-0.5677515351930945,0.5480400774460935,-0.11872761943454253
600011.SH,2021-03-25,-0.6438395760807004,-0.6438566708135806,-0.6415614081298474,-0.6488793201589581,-0.43258902411526495,0.9741370451402074,-2.4128692186182414
600011.SH,2021-03-26,-0.6413627535310673,-0.6436210179216101,-0.6407107501949062,-0.6425956202666336,-0.6354725603128106,0.2445902514418108,-0.2834828098473276
600011.SH,2021-03-29,-0.6405725037397655,-0.6423650600743982,-0.6380677242979452,-0.6410267824534633,-0.6635983206857063,0.2710703921559846,-0.09737052954217909
600011.SH,2021-03-30,-0.6393507384326493,-0.6401515672534023,-0.6381982825662561,-0.640430921705191,-0.6452235907515614,0.3984690679841039,-1.297892022502503
600011.SH,2021-03-31,-0.6397439742279294,-0.641098629776723,-0.6400804684243109,-0.6401786106422621,-0.5342939607485867,0.6167496515386919,1.4319002690074694
600011.SH,2021-04-01,-0.6353560953182138,-0.639681887324332,-0.6368539781253097,-0.6387042405166374,-0.659554397939635,0.3466732525031245,-0.34475884124354006
600011.SH,2021-04-02,-0.6304817541080852,-0.6356371861216562,-0.6300418818942335,-0.6343021119585677,-0.6797990736809352,0.24066279449786857,-1.3252903099232662
600011.SH,2021-04-06,-0.6337942866739623,-0.6297530412086403,-0.6323434553514096,-0.6323706740707328,-0.7148853422013904,0.11321692870356206,-0.5739859062728119
600011.SH,2021-04-07,-0.63508694908568,-0.6350630277882408,-0.6341227781289062,-0.6348870142203382,-0.6673301863384231,0.2179328351797947,0.37916757121770095
600011.SH,2021-04-08,-0.6328914663013787,-0.6362891893974358,-0.6334128955849696,-0.6358957418466941,-0.6678637397561084,0.2508237059467295,-1.3163716374100871
600011.SH,2021-04-09,-0.6343138301766442,-0.6343349821316248,-0.6343345156546493,-0.6332009937582019,-0.7690776507077991,-0.13528658206805452,0.5987368671941096
600011.SH,2021-04-12,-0.6301604443908979,-0.6339240738863604,-0.6324812595574618,-0.6299703647271212,-0.6944416456126266,-0.03261333178980112,1.1789648347547153
600011.SH,2021-04-13,-0.6313441752105964,-0.6290595263881202,-0.6289321196784932,-0.6294561662352045,-0.681235146192782,-0.013306516496850695,-0.8392832728803987
600011.SH,2021-04-14,-0.6314638096987476,-0.631539045701329,-0.6325792478255149,-0.6321161209349547,-0.6813592422973725,-0.2353166686898805,-0.4767636552381922
600011.SH,2021-04-15,-0.635293367447268,-0.6337374290015788,-0.6347230194380273,-0.6349865695322724,-0.6381540927079702,-0.04946171211209928,-1.1071704969915848
600011.SH,2021-04-16,-0.6347827786875854,-0.6342161626018404,-0.6347209932615546,-0.6345506600986874,-0.7599605456587617,-0.3172274165977929,0.4439582602269287
600011.SH,2021-04-19,-0.6330860178755271,-0.6352580920985108,-0.6339527404871447,-0.6345651119266503,-0.7799491206084758,-0.2490138711733481,-0.5578704235241583
600011.SH,2021-04-20,-0.631681232250627,-0.633281103853418,-0.6328632643518372,-0.6312326343753596,-0.7638979861468227,-0.3701018454219938,0.011200233859061496
600011.SH,2021-04-21,-0.6301193573180011,-0.6326712612358535,-0.630892059657159,-0.6305511037025987,-0.7510400265844036,-0.3219318391167184,-0.8828043718371914
600011.SH,2021-04-22,-0.6331008836229903,-0.6307768363974727,-0.6331472628387863,-0.6321174722064904,-0.8084572890184553,-0.462153540121489,-0.047916719011303364
600011.SH,2021-04-23,-0.6294843733290316,-0.6330449780831179,-0.6313417948140918,-0.6320055904142976,-0.7378010833205267,-0.29543052527974833,-0.554301417635378
600011.SH,2021-04-26,-0.6307955053999645,-0.6286834768289311,-0.6321838278559895,-0.6286814234934578,-0.8069521130863856,-0.3564118585217579,0.006485671573835809
600011.SH,2021-04-27,-0.6272493646764588,-0.6293482927493467,-0.6306655558517235,-0.6275514714438779,-0.7739597945018218,-0.22084140496701876,-0.6072054838202268
600011.SH,2021-04-28,-0.6267718654196194,-0.63100018308007,-0.6287593214009153,-0.6292151293177559,-0.5841118598757408,0.5766913359078945,1.9269139464265574
600011.SH,2021-04-29,-0.6288609552682464,-0.6270551271099025,-0.628855764647025,-0.6274797223401795,-0.714116334197657,0.04801785050057281,0.0812217249329269
600011.SH,2021-04-30,-0.6254876541909752,-0.6255842995262115,-0.6274809920491106,-0.6240399444276357,-0.738388375830241,-0.11679250617032935,0.10681754117605982
600011.SH,2021-05-06,-0.6305205786470894,-0.6262981905766692,-0.6291129648714116,-0.6291565371390019,-0.7060544613465647,-0.25370859787846134,0.26614297243714496
600011.SH,2021-05-07,-0.633743519476005,-0.6310215782450043,-0.6322534544298176,-0.632450161753205,-0.766459008042374,-0.27771321308266894,0.6126035126898417
600011.SH,2021-05-10,-0.6345263931095648,-0.6342311786300738,-0.6343240211801565,-0.6314680438356192,-0.7520421175440198,-0.16925039608328987,0.09592595714216491
600011.SH,2021-05-11,-0.6283641554754342,-0.6323956995895921,-0.628564676617642,-0.6279333546120084,-0.7413162168291401,-0.2474259802906967,-0.11615537967693328
600011.SH,2021-05-12,-0.6244899524170789,-0.6269591851917826,-0.6249201327518579,-0.6245799143255087,-0.7710001559885923,-0.1826701686486685,-0.6158801441525104
600011.SH,2021-05-13,-0.6235003373213281,-0.6243442296663927,-0.6257313553189806,-0.6232387298101107,-0.7572563269699547,-0.20123096780317865,0.012324980495867957
600011.SH,2021-05-14,-0.6241629643582298,-0.6238256394795939,-0.6245000423820182,-0.6213935066871684,-0.7801975883931647,-0.4166032426205075,-0.516412195777247
600011.SH,2021-05-17,-0.621864241238147,-0.6232986852541926,-0.6222302472883112,-0.6214333845348103,-0.7957267468214297,-0.3698952670402712,-0.6754118029249137
600011.SH,2021-05-18,-0.6230606597319955,-0.6215532580797795,-0.6244226322465993,-0.6209699993525977,-0.8180293777468922,-0.37216353037483846,0.03049973406495437
600011.SH,2021-05-19,-0.624532552363584,-0.6231651289254406,-0.6242729638598071,-0.6213901075675891,-0.7442569362765713,-0.4184922181765034,-0.2878239628429112
600011.SH,2021-05-20,-0.6227472579325956,-0.6213921089108358,-0.6240426074024591,-0.6206919241853872,-0.8031513458539963,-0.32545299288832413,-0.4618513970493074
600011.SH,2021-05-21,-0.6232219525942037,-0.6226462069565535,-0.623020819627016,-0.6240084236929064,-0.6565861018840105,0.09527964822990144,1.4077603597974533
600011.SH,2021-05-24,-0.6279071111354444,-0.6234460963201816,-0.6265535619227429,-0.6263020547119718,-0.6868254685636137,-0.05769183379186464,-0.49236361645477195
600011.SH,2021-05-25,-0.6254987865248355,-0.6273103083784752,-0.6258750467129932,-0.626053003426311,-0.7632267419523951,-0.302347937397371,-1.0797914567197038
600011.SH,2021-05-26,-0.6262176186034683,-0.6253822181869515,-0.6265640995895526,-0.6253852149803221,-0.7833042414078576,-0.3275267042763312,0.4340894547559326
600011.SH,2021-05-27,-0.6283509880467399,-0.6263389975311574,-0.6261765355920114,-0.6262249217366828,-0.8461824044902749,-0.2860389138129567,-0.7304393148273179
600011.SH,2021-05-28,-0.6319236752645367,-0.6284088199602427,-0.6317204102467984,-0.629589807601637,-0.8157594954259983,-0.4148234121863994,0.07039955870773569
600011.SH,2021-05-31,-0.6337736165235871,-0.6327537410556826,-0.6353617773749695,-0.6325577047654726,-0.8171768617716209,-0.39091668502888344,-0.5557922982285955
600011.SH,2021-06-01,-0.6300845272076248,-0.6325209573180819,-0.6328801493876288,-0.630297463176546,-0.8542300064941656,-0.36193178654461555,-0.4726968933187403
600011.SH,2021-06-02,-0.6292684456671842,-0.6284450859289431,-0.6301168334920094,-0.6286965303066634,-0.8383056248553457,-0.2790094415130899,0.8757773452006962
600011.SH,2021-06-03,-0.6274980675323917,-0.6299690536897269,-0.6293979682192085,-0.62866468346498,-0.8172250656936437,-0.30575978160544864,-0.14840158082373697
600011.SH,2021-06-04,-0.6275129547275093,-0.6272746267192464,-0.6291681888624311,-0.6257584956446378,-0.8039264492576265,-0.22851275671695073,-0.5172545611360813
600011.SH,2021-06-07,-0.6264858363021572,-0.6276031574778504,-0.6293919664941262,-0.626299791224413,-0.8453568975340775,-0.4314517397012873,0.1999565564632622
600011.SH,2021-06-08,-0.6331105083808907,-0.62733724375602,-0.6294561887256755,-0.6332623302253082,-0.7986311720901241,-0.37573512817322385,-0.05786220100146525
600011.SH,2021-06-09,-0.6312294969036452,-0.63410817709545,-0.6326582787311702,-0.6334422937082338,-0.8653202424067752,-0.39576529765320345,-0.0838144829361447
600011.SH,2021-06-10,-0.6312505668349417,-0.6319310791330196,-0.6319589092852231,-0.6305848948809029,-0.8297740740716495,-0.40884860932087186,-0.6621434134910535
600011.SH,2021-06-11,-0.630974519878061,-0.6313271891977266,-0.6316286345152142,-0.6309601194039759,-0.7977109126738284,-0.23945080049773074,0.5611173972455713
600011.SH,2021-06-15,-0.6292675939024932,-0.6300594173454926,-0.6304261158249141,-0.6291414081027606,-0.8027690429552193,-0.3256174735223081,-0.3276565710834355
600011.SH,2021-06-16,-0.6306526194564053,-0.6228436936848375,-0.6244856364640079,-0.6249336107288845,-0.7991111685877795,-0.4045438935337175,0.7069579520691534
600011.SH,2021-06-17,-0.6307931834271441,-0.6244874766425158,-0.6259056629047638,-0.6247450528097871,-0.8202488682380144,-0.40845466832168575,-0.5463931863592448
600011.SH,2021-06-18,-0.6352007105509199,-0.6257580142932347,-0.6293196261388923,-0.6279661456477756,-0.7666729223762163,-0.45421643208969303,-0.3127144096803691
600011.SH,2021-06-21,-0.6384080645242376,-0.6305658142259513,-0.633942539039752,-0.6317612516602822,-0.8086947435666053,-0.4476277403713275,-0.20627517940779144
600011.SH,2021-06-22,-0.6340743457611969,-0.632697156166714,-0.6311336047567485,-0.6319011640788564,-0.8111641072963655,-0.4135075328058564,-0.05255910702718692
600011.SH,2021-06-23,-0.6404660963071751,-0.6330874334530108,-0.6375468643608746,-0.6364196079120743,-0.7610553736302128,-0.36555224227203237,-0.09705191152098175
600011.SH,2021-06-24,-0.6407947184500266,-0.6416079764403408,-0.6426349404573124,-0.6427097169957343,-0.794561388796702,-0.26167981936060347,0.27870310721969943
600011.SH,2021-06-25,-0.6383623072775064,-0.6406810897750871,-0.6400602277441094,-0.6388897747371218,-0.8510926416809981,-0.49364700755619173,-0.47351427624849435
600011.SH,2021-06-28,-0.6363798380261619,-0.6365407685480005,-0.6372876460072087,-0.6349779411705946,-0.6641748989115631,0.7550990168601408,1.3119514697840253
600011.SH,2021-06-29,-0.6356916710509918,-0.6356811750844428,-0.6366720320727308,-0.6355611867528282,-0.8180176502762411,-0.14965765413376564,-0.1651549475586988
600011.SH,2021-06-30,-0.637872732714772,-0.63535218889043,-0.6378373389677718,-0.6363376634859517,-0.7738938295356708,-0.25032394776643935,-0.9351688551956944
600011.SH,2021-07-01,-0.6303750779752477,-0.6392669145934444,-0.6364593824115211,-0.6342635191394687,-0.8095011753479201,-0.3884348057450448,0.08508327739296055
600011.SH,2021-07-02,-0.638206270405383,-0.6320508701501615,-0.6351946951268004,-0.6367349067454795,-0.8017465949551411,-0.46199297698818176,0.848823073437561
600011.SH,2021-07-05,-0.6377621307115527,-0.639842503163126,-0.6379171855054621,-0.637359134557536,-0.7799592776683224,-0.33372945503631524,-0.449881545659673
600011.SH,2021-07-06,-0.638463605574755,-0.6373701956225581,-0.6383398702618814,-0.6409669744900018,-0.7272254589826821,-0.23248543996256116,0.5088231908842417
