kdcode,dt,close,open,high,low,turnover,volume,OT
300316.SZ,2021-01-04,-0.2920566454384105,-0.30392185376853054,-0.29643648290769303,-0.30392384454156585,-0.32990227106007425,-0.3819903452815813,1.3919543348350938
300316.SZ,2021-01-05,-0.2948024109645594,-0.2936457636155571,-0.2982719423546851,-0.2951013665374773,-0.3749558669431326,-0.4027924173818771,0.04644337508070037
300316.SZ,2021-01-06,-0.30438838165547843,-0.2964470085562262,-0.30442879261174915,-0.3022870024435903,-0.4955139610025699,-0.4883405976448488,-0.9725738790402291
300316.SZ,2021-01-07,-0.279208237687515,-0.301911416397918,-0.2769537879184003,-0.29237394676552153,0.007385867211201138,-0.18958650088413775,1.938638523926758
300316.SZ,2021-01-08,-0.2806687947959172,-0.28076698523419646,-0.28319952473642174,-0.27913727673417715,-0.25242639129359845,-0.3436372482561636,-0.27602803227894773
300316.SZ,2021-01-11,-0.27912236289502185,-0.2764349108005236,-0.2721008837951033,-0.281008386662531,-0.12036194655601345,-0.26256194937280636,0.11169476718314343
300316.SZ,2021-01-12,-0.25578849387739394,-0.2896864580773246,-0.2598987622078566,-0.28228968286813755,-0.027508530316545297,-0.21431258240200174,1.9454361838167837
300316.SZ,2021-01-13,-0.25181159239502904,-0.26031989311768217,-0.2580198096733988,-0.25512112565181794,-0.17353136753844053,-0.3248713955675747,0.12523455508377118
300316.SZ,2021-01-14,-0.23558438111141322,-0.2495319312871261,-0.23073267008365392,-0.2525853851855894,0.1300357701353149,-0.18264923270446135,0.875171437464602
300316.SZ,2021-01-15,-0.2515470976597875,-0.23614100684564301,-0.24622271551596403,-0.25215821571119673,-0.25259752141683506,-0.36917209641934534,-1.1565326001760592
300316.SZ,2021-01-18,-0.23126851426052175,-0.24402409463404742,-0.22258897371967098,-0.24995008296738258,0.03969970614051768,-0.23268138512997882,1.5355699084718089
300316.SZ,2021-01-19,-0.21685620279293372,-0.23385095900950328,-0.21843301416552466,-0.2231473726518853,-0.012433087259930115,-0.272742348247083,0.8926840139411965
300316.SZ,2021-01-20,-0.1844200343699453,-0.21583132759295082,-0.18419460426713152,-0.2092528134696117,0.2529181131448408,-0.12773938806721502,2.565481584582379
300316.SZ,2021-01-21,-0.1884290209502877,-0.17853080470816055,-0.16191120033096124,-0.17947212059308615,0.44876733562558624,-0.05919901560595235,-0.15948542812696986
300316.SZ,2021-01-22,-0.1683329190591784,-0.18175277203971502,-0.17300229824899838,-0.17773738696412006,0.10038198224979955,-0.23505364264391185,1.3996918171761796
300316.SZ,2021-01-25,-0.19502984849083255,-0.17398878637896312,-0.18081530699994802,-0.18343925093276361,-0.04433233242330605,-0.2741644446500951,-1.3288560922612
300316.SZ,2021-01-26,-0.20840625160936185,-0.2007856306314945,-0.19970351922049542,-0.20003533418102212,-0.0663155111845132,-0.27683354350309586,-0.9156876800917122
300316.SZ,2021-01-27,-0.17548861483005473,-0.19122133778722739,-0.1726067765905594,-0.20558040822217083,0.6742666847131918,0.12658207779291147,2.297619186943388
300316.SZ,2021-01-28,-0.18488521644572298,-0.17850248056503892,-0.18723493754095413,-0.1876888167502332,0.20726827606022866,-0.16666012138877823,-0.7687808473902019
300316.SZ,2021-01-29,-0.2032384759713419,-0.18396721397858232,-0.18100539133058927,-0.20638144121933702,0.07258904844436341,-0.22732078867132047,-1.1849395587938112
300316.SZ,2021-02-01,-0.19444260634048266,-0.18638377807002776,-0.19721395166551203,-0.19204217573510943,-0.26134755489559075,-0.4337271133203564,0.48216638013243
300316.SZ,2021-02-02,-0.1883237391735114,-0.1708731681060586,-0.18043098215571304,-0.17425156008956194,-0.00650664786427489,-0.27691647512845313,0.6303693691330482
300316.SZ,2021-02-03,-0.19893674360081592,-0.18951528543903945,-0.19430256950551036,-0.19438602451119746,-0.22943132012767278,-0.3665257054852621,-0.7271920092158073
300316.SZ,2021-02-04,-0.2104191891844047,-0.2020280925716676,-0.2091167754911866,-0.2113571924938287,-0.2125410924537805,-0.3740241725788906,-0.7503096053799512
300316.SZ,2021-02-05,-0.20476028367958837,-0.20332985478766882,-0.19362405378100944,-0.19840877349548544,-0.20083844367731582,-0.36707759988107563,0.3486092782314021
